-0.5,0.74952,-0.5,-0.35714,0.80054,-0.5,-0.21429,0.83258,-0.5,-0.071429,0.84808,-0.5,0.071429,0.84808,-0.5,0.21429,0.83258,-0.5,0.35714,0.80054,-0.5,0.5,0.74952,-0.5,-0.5,0.74952,-0.35714,-0.35714,0.80054,-0.35714,-0.21429,0.83258,-0.35714,-0.071429,0.84808,-0.35714,0.071429,0.84808,-0.35714,0.21429,0.83258,-0.35714,0.35714,0.80054,-0.35714,0.5,0.74952,-0.35714,-0.5,0.74952,-0.21429,-0.35714,0.80054,-0.21429,-0.21429,0.83258,-0.21429,-0.071429,0.84808,-0.21429,0.071429,0.84808,-0.21429,0.21429,0.83258,-0.21429,0.35714,0.80054,-0.21429,0.5,0.74952,-0.21429,-0.5,0.74952,-0.071429,-0.35714,0.80054,-0.071429,-0.21429,0.83258,-0.071429,-0.071429,0.84808,-0.071429,0.071429,0.84808,-0.071429,0.21429,0.83258,-0.071429,0.35714,0.80054,-0.071429,0.5,0.74952,-0.071429,-0.5,0.74952,0.071429,-0.35714,0.80054,0.071429,-0.21429,0.83258,0.071429,-0.071429,0.84808,0.071429,0.071429,0.84808,0.071429,0.21429,0.83258,0.071429,0.35714,0.80054,0.071429,0.5,0.74952,0.071429,-0.5,0.74952,0.21429,-0.35714,0.80054,0.21429,-0.21429,0.83258,0.21429,-0.071429,0.84808,0.21429,0.071429,0.84808,0.21429,0.21429,0.83258,0.21429,0.35714,0.80054,0.21429,0.5,0.74952,0.21429,-0.5,0.74952,0.35714,-0.35714,0.80054,0.35714,-0.21429,0.83258,0.35714,-0.071429,0.84808,0.35714,0.071429,0.84808,0.35714,0.21429,0.83258,0.35714,0.35714,0.80054,0.35714,0.5,0.74952,0.35714,-0.5,0.74952,0.5,-0.35714,0.80054,0.5,-0.21429,0.83258,0.5,-0.071429,0.84808,0.5,0.071429,0.84808,0.5,0.21429,0.83258,0.5,0.35714,0.80054,0.5,0.5,0.74952,0.5
-0.50272,0.74847,-0.49808,-0.36138,0.78425,-0.48598,-0.21145,0.81162,-0.50072,-0.074826,0.82403,-0.49551,0.074826,0.82403,-0.49551,0.21145,0.81162,-0.50072,0.36138,0.78425,-0.48598,0.50272,0.74847,-0.49808,-0.50976,0.74313,-0.34601,-0.35141,0.78106,-0.36242,-0.2205,0.80659,-0.35466,-0.06451,0.81798,-0.36067,0.06451,0.81798,-0.36067,0.2205,0.80659,-0.35466,0.35141,0.78106,-0.36242,0.50976,0.74313,-0.34601,-0.49907,0.74384,-0.21232,-0.35451,0.79507,-0.20251,-0.21537,0.8342,-0.21762,-0.07062,0.84712,-0.21337,0.07062,0.84712,-0.21337,0.21537,0.8342,-0.21762,0.35451,0.79507,-0.20251,0.49907,0.74384,-0.21232,-0.49688,0.75,-0.060213,-0.35815,0.81255,-0.079801,-0.21444,0.83462,-0.071287,-0.070774,0.8536,-0.078414,0.070774,0.8536,-0.078414,0.21444,0.83462,-0.071287,0.35815,0.81255,-0.079801,0.49688,0.75,-0.060213,-0.50212,0.7655,0.072851,-0.34943,0.81988,0.080339,-0.21941,0.8544,0.067121,-0.065327,0.8718,0.070639,0.065327,0.8718,0.070639,0.21941,0.8544,0.067121,0.34943,0.81988,0.080339,0.50212,0.7655,0.072851,-0.49802,0.78728,0.22353,-0.35963,0.83435,0.20299,-0.21293,0.87367,0.21219,-0.074292,0.87245,0.20573,0.074292,0.87245,0.20573,0.21293,0.87367,0.21219,0.35963,0.83435,0.20299,0.49802,0.78728,0.22353,-0.5147,0.81426,0.3544,-0.34461,0.84992,0.36258,-0.22456,0.86294,0.35181,-0.057728,0.88115,0.35538,0.057728,0.88115,0.35538,0.22456,0.86294,0.35181,0.34461,0.84992,0.36258,0.5147,0.81426,0.3544,-0.5,0.84678,0.50288,-0.36535,0.8832,0.48139,-0.20695,0.87075,0.49791,-0.078038,0.89516,0.48916,0.078038,0.89516,0.48916,0.20695,0.87075,0.49791,0.36535,0.8832,0.48139,0.5,0.84678,0.50288
-0.50579,0.74592,-0.47776,-0.36484,0.76839,-0.46525,-0.21017,0.78754,-0.4829,-0.07679,0.79636,-0.47836,0.07679,0.79636,-0.47836,0.21017,0.78754,-0.4829,0.36484,0.76839,-0.46525,0.50579,0.74592,-0.47776,-0.51367,0.73572,-0.32386,-0.34761,0.76486,-0.34625,-0.22301,0.78224,-0.33754,-0.060391,0.7955,-0.34606,0.060391,0.7955,-0.34606,0.22301,0.78224,-0.33754,0.34761,0.76486,-0.34625,0.51367,0.73572,-0.32386,-0.49955,0.7431,-0.19234,-0.35399,0.79012,-0.18412,-0.21523,0.83238,-0.20592,-0.071073,0.84469,-0.20205,0.071073,0.84469,-0.20205,0.21523,0.83238,-0.20592,0.35399,0.79012,-0.18412,0.49955,0.7431,-0.19234,-0.50293,0.77459,-0.041603,-0.3553,0.82693,-0.069668,-0.21652,0.84155,-0.060286,-0.067527,0.86418,-0.07086,0.067527,0.86418,-0.07086,0.21652,0.84155,-0.060286,0.3553,0.82693,-0.069668,0.50293,0.77459,-0.041603,-0.5094,0.8196,0.083091,-0.351,0.85485,0.091845,-0.21969,0.88156,0.074566,-0.065385,0.8982,0.077678,0.065385,0.8982,0.077678,0.21969,0.88156,0.074566,0.351,0.85485,0.091845,0.5094,0.8196,0.083091,-0.50802,0.86538,0.23043,-0.35851,0.88041,0.20855,-0.21443,0.91568,0.21648,-0.071883,0.89646,0.21064,0.071883,0.89646,0.21064,0.21443,0.91568,0.21648,0.35851,0.88041,0.20855,0.50802,0.86538,0.23043,-0.51799,0.90208,0.35688,-0.34554,0.91921,0.36826,-0.22527,0.89957,0.35739,-0.057834,0.90775,0.36235,0.057834,0.90775,0.36235,0.22527,0.89957,0.35739,0.34554,0.91921,0.36826,0.51799,0.90208,0.35688,-0.5,0.94015,0.50568,-0.36088,0.95234,0.48321,-0.20719,0.9168,0.50177,-0.077989,0.94103,0.49034,0.077989,0.94103,0.49034,0.20719,0.9168,0.50177,0.36088,0.95234,0.48321,0.5,0.94015,0.50568
-0.50803,0.74207,-0.44866,-0.36709,0.75542,-0.44042,-0.20978,0.7647,-0.45567,-0.077616,0.76792,-0.45255,0.077616,0.76792,-0.45255,0.20978,0.7647,-0.45567,0.36709,0.75542,-0.44042,0.50803,0.74207,-0.44866,-0.51526,0.73065,-0.29672,-0.34637,0.75853,-0.3173,-0.22423,0.76742,-0.30969,-0.058633,0.77923,-0.31821,0.058633,0.77923,-0.31821,0.22423,0.76742,-0.30969,0.34637,0.75853,-0.3173,0.51526,0.73065,-0.29672,-0.50502,0.76816,-0.16826,-0.35887,0.79983,-0.16248,-0.21367,0.83153,-0.18496,-0.073015,0.84317,-0.18285,0.073015,0.84317,-0.18285,0.21367,0.83153,-0.18496,0.35887,0.79983,-0.16248,0.50502,0.76816,-0.16826,-0.51101,0.82263,-0.02656,-0.35388,0.8536,-0.050023,-0.21809,0.85746,-0.04075,-0.065573,0.87836,-0.052317,0.065573,0.87836,-0.052317,0.21809,0.85746,-0.04075,0.35388,0.8536,-0.050023,0.51101,0.82263,-0.02656,-0.51142,0.87141,0.098462,-0.35742,0.89613,0.10446,-0.21698,0.9114,0.088524,-0.069205,0.92948,0.088718,0.069205,0.92948,0.088718,0.21698,0.9114,0.088524,0.35742,0.89613,0.10446,0.51142,0.87141,0.098462,-0.51032,0.92447,0.24128,-0.35633,0.93284,0.22273,-0.21447,0.95887,0.22755,-0.069515,0.92782,0.22469,0.069515,0.92782,0.22469,0.21447,0.95887,0.22755,0.35633,0.93284,0.22273,0.51032,0.92447,0.24128,-0.51472,0.96775,0.36757,-0.35144,0.98002,0.3769,-0.22106,0.94563,0.36823,-0.064591,0.93533,0.3744,0.064591,0.93533,0.3744,0.22106,0.94563,0.36823,0.35144,0.98002,0.3769,0.51472,0.96775,0.36757,-0.5,1.028,0.50837,-0.3574,0.98857,0.50139,-0.20897,0.95624,0.51431,-0.074789,0.99013,0.4988,0.074789,0.99013,0.4988,0.20897,0.95624,0.51431,0.3574,0.98857,0.50139,0.5,1.028,0.50837
-0.50885,0.73696,-0.41647,-0.36796,0.74561,-0.41344,-0.20959,0.74741,-0.41955,-0.077784,0.74592,-0.41654,0.077784,0.74592,-0.41654,0.20959,0.74741,-0.41955,0.36796,0.74561,-0.41344,0.50885,0.73696,-0.41647,-0.51728,0.74573,-0.26863,-0.34651,0.76772,-0.28322,-0.22494,0.76529,-0.27741,-0.058274,0.77203,-0.28328,0.058274,0.77203,-0.28328,0.22494,0.76529,-0.27741,0.34651,0.76772,-0.28323,0.51728,0.74573,-0.26863,-0.50808,0.80092,-0.14205,-0.36465,0.82446,-0.14234,-0.21177,0.83922,-0.15542,-0.075308,0.8465,-0.15456,0.075308,0.8465,-0.15456,0.21177,0.83922,-0.15542,0.36465,0.82446,-0.14234,0.50808,0.80092,-0.14205,-0.51454,0.8604,-0.0068319,-0.35128,0.88512,-0.024093,-0.2209,0.87938,-0.017567,-0.062835,0.89566,-0.027674,0.062835,0.89566,-0.027674,0.2209,0.87938,-0.017567,0.35128,0.88512,-0.024093,0.51454,0.8604,-0.0068319,-0.5093,0.92135,0.11736,-0.36327,0.93567,0.11954,-0.2121,0.94787,0.10758,-0.0745,0.96553,0.10383,0.0745,0.96553,0.10383,0.2121,0.94787,0.10758,0.36327,0.93567,0.11954,0.5093,0.92135,0.11736,-0.51365,0.9823,0.25239,-0.3521,0.9858,0.24212,-0.21793,1.0088,0.23837,-0.065309,0.97688,0.24023,0.065309,0.97688,0.24023,0.21793,1.0088,0.23837,0.3521,0.9858,0.24212,0.51365,0.9823,0.25239,-0.50733,1.0385,0.37781,-0.35934,1.0445,0.38397,-0.2113,1.0068,0.38216,-0.074065,0.9873,0.38868,0.074065,0.9873,0.38868,0.2113,1.0068,0.38216,0.35934,1.0445,0.38397,0.50733,1.0385,0.37781,-0.5,1.1087,0.51092,-0.355,1.0492,0.51796,-0.21633,1.0139,0.52555,-0.070101,1.032,0.51799,0.070101,1.032,0.51799,0.21633,1.0139,0.52555,0.355,1.0492,0.51796,0.5,1.1087,0.51092
-0.5093,0.73613,-0.38443,-0.36644,0.74539,-0.38265,-0.21052,0.74049,-0.38387,-0.076469,0.73519,-0.37927,0.076469,0.73519,-0.37927,0.21052,0.74049,-0.38387,0.36644,0.74539,-0.38265,0.5093,0.73613,-0.38443,-0.5178,0.7714,-0.24211,-0.34993,0.78327,-0.25313,-0.22342,0.77621,-0.24626,-0.061072,0.77823,-0.25002,0.061072,0.77823,-0.25002,0.22342,0.77621,-0.24626,0.34993,0.78327,-0.25313,0.5178,0.7714,-0.24211,-0.50978,0.83334,-0.11733,-0.3646,0.85362,-0.12104,-0.21242,0.85358,-0.12537,-0.074499,0.86023,-0.12593,0.074499,0.86023,-0.12593,0.21242,0.85358,-0.12537,0.3646,0.85362,-0.12104,0.50978,0.83334,-0.11733,-0.51627,0.90498,0.010694,-0.35246,0.91731,-0.0017188,-0.22081,0.90672,0.0066568,-0.063636,0.91821,-0.0025031,0.063636,0.91821,-0.0025031,0.22081,0.90672,0.0066568,0.35246,0.91731,-0.0017187,0.51627,0.90498,0.010694,-0.51014,0.96869,0.13451,-0.36193,0.97404,0.13754,-0.2133,0.9924,0.12237,-0.073532,1.0054,0.11795,0.073532,1.0054,0.11795,0.2133,0.9924,0.12237,0.36193,0.97404,0.13754,0.51014,0.96868,0.13451,-0.51377,1.0428,0.26117,-0.35214,1.0368,0.25712,-0.21816,1.0595,0.24861,-0.065345,1.03,0.25268,0.065345,1.03,0.25268,0.21816,1.0595,0.24861,0.35214,1.0368,0.25712,0.51377,1.0428,0.26116,-0.50594,1.1073,0.38365,-0.35818,1.1092,0.39004,-0.20994,1.0712,0.39293,-0.074174,1.0461,0.40046,0.074174,1.0461,0.40046,0.20994,1.0712,0.39293,0.35818,1.1092,0.39004,0.50594,1.1073,0.38365,-0.5,1.181,0.51331,-0.35588,1.1208,0.52609,-0.21672,1.0884,0.5339,-0.070046,1.082,0.53236,0.070046,1.082,0.53236,0.21672,1.0884,0.5339,0.35588,1.1208,0.52609,0.5,1.181,0.51331
-0.50905,0.74205,-0.35571,-0.36463,0.75565,-0.35429,-0.21127,0.74263,-0.35394,-0.07536,0.7369,-0.34686,0.075359,0.7369,-0.34686,0.21127,0.74263,-0.35394,0.36463,0.75565,-0.35429,0.50905,0.74205,-0.35571,-0.51757,0.7997,-0.22004,-0.35281,0.80421,-0.23004,-0.2219,0.79831,-0.2222,-0.063401,0.79443,-0.22338,0.063401,0.79443,-0.22338,0.2219,0.79831,-0.2222,0.35281,0.80421,-0.23004,0.51757,0.7997,-0.22004,-0.50983,0.86754,-0.099408,-0.36228,0.88566,-0.10222,-0.21317,0.87088,-0.099358,-0.073323,0.88214,-0.10293,0.073322,0.88214,-0.10293,0.21317,0.87088,-0.099358,0.36228,0.88566,-0.10222,0.50983,0.86754,-0.099408,-0.51587,0.94666,0.025106,-0.35468,0.94772,0.016048,-0.21895,0.93863,0.026701,-0.065785,0.95045,0.015032,0.065785,0.95045,0.015032,0.21895,0.93863,0.026701,0.35468,0.94772,0.016048,0.51587,0.94666,0.025106,-0.51083,1.0238,0.14025,-0.35933,1.0141,0.1532,-0.21548,1.0345,0.13316,-0.071324,1.0467,0.12865,0.071323,1.0467,0.12865,0.21548,1.0345,0.13316,0.35933,1.0141,0.1532,0.51083,1.0238,0.14025,-0.51267,1.095,0.27003,-0.35487,1.0906,0.26261,-0.21578,1.1079,0.25698,-0.067714,1.0767,0.26225,0.067714,1.0767,0.26225,0.21578,1.1079,0.25698,0.35487,1.0906,0.26261,0.51267,1.095,0.27003,-0.50849,1.1669,0.38787,-0.35408,1.1665,0.3951,-0.21321,1.1314,0.39867,-0.070203,1.1039,0.40864,0.070202,1.1039,0.40864,0.21321,1.1314,0.39867,0.35408,1.1665,0.3951,0.50849,1.1669,0.38787,-0.5,1.2435,0.5155,-0.35616,1.1946,0.52636,-0.21394,1.1593,0.53896,-0.07204,1.1436,0.5392,0.07204,1.1436,0.5392,0.21394,1.1593,0.53896,0.35616,1.1946,0.52636,0.5,1.2435,0.5155
-0.50726,0.75455,-0.33257,-0.36328,0.7762,-0.333,-0.21139,0.75266,-0.32949,-0.075189,0.75034,-0.32205,0.075188,0.75034,-0.32205,0.21139,0.75266,-0.32949,0.36328,0.7762,-0.333,0.50725,0.75455,-0.33257,-0.51757,0.82856,-0.2035,-0.35326,0.82985,-0.21375,-0.22152,0.82599,-0.2049,-0.063756,0.81568,-0.20274,0.063756,0.81568,-0.20274,0.22152,0.82599,-0.2049,0.35326,0.82985,-0.21375,0.51757,0.82856,-0.2035,-0.50992,0.90473,-0.08963,-0.36063,0.91571,-0.085634,-0.21332,0.89492,-0.081329,-0.072732,0.91118,-0.087879,0.072732,0.91118,-0.08788,0.21332,0.89492,-0.081329,0.36062,0.91571,-0.085634,0.50992,0.90473,-0.08963,-0.51425,0.99168,0.031487,-0.35623,0.98147,0.02744,-0.21684,0.97444,0.039448,-0.067656,0.98841,0.024242,0.067656,0.98841,0.024241,0.21684,0.97444,0.039447,0.35623,0.98147,0.027441,0.51425,0.99168,0.031486,-0.50978,1.0698,0.14462,-0.35832,1.0536,0.16466,-0.21593,1.0741,0.14049,-0.070786,1.0885,0.13478,0.070785,1.0885,0.13478,0.21593,1.0741,0.14049,0.35832,1.0536,0.16466,0.50978,1.0698,0.14462,-0.51088,1.1447,0.27442,-0.35677,1.1382,0.26426,-0.21333,1.1552,0.26139,-0.069968,1.1214,0.26762,0.069967,1.1214,0.26762,0.21333,1.1552,0.26139,0.35677,1.1382,0.26426,0.51088,1.1447,0.27442,-0.51081,1.2179,0.38982,-0.35123,1.2183,0.39706,-0.216,1.1864,0.40001,-0.06694,1.1589,0.41192,0.06694,1.1589,0.41192,0.216,1.1864,0.40001,0.35122,1.2183,0.39706,0.51081,1.2179,0.38982,-0.5,1.2951,0.51747,-0.35523,1.2612,0.52093,-0.2125,1.2183,0.54112,-0.073648,1.2029,0.5408,0.073648,1.2029,0.5408,0.2125,1.2183,0.54112,0.35523,1.2612,0.52093,0.5,1.2951,0.51747
-0.50505,0.77352,-0.31691,-0.36317,0.80082,-0.31896,-0.21074,0.77038,-0.31303,-0.076047,0.77223,-0.30728,0.076046,0.77223,-0.30728,0.21074,0.77038,-0.31303,0.36317,0.80081,-0.31896,0.50505,0.77352,-0.31691,-0.51839,0.86031,-0.19403,-0.35119,0.85775,-0.20483,-0.22278,0.85531,-0.19453,-0.061961,0.84232,-0.1911,0.061961,0.84232,-0.1911,0.22278,0.85531,-0.19453,0.35119,0.85775,-0.20483,0.51839,0.86031,-0.19403,-0.50896,0.94499,-0.088264,-0.35959,0.94755,-0.075822,-0.21274,0.92324,-0.071458,-0.072725,0.94433,-0.081589,0.072724,0.94434,-0.081591,0.21274,0.92324,-0.071458,0.35959,0.94755,-0.075822,0.50896,0.94499,-0.088265,-0.51324,1.0312,0.035035,-0.35498,1.0135,0.033209,-0.21638,1.0099,0.04576,-0.067121,1.0271,0.026192,0.067121,1.0271,0.02619,0.21638,1.0099,0.04576,0.35498,1.0135,0.03321,0.51324,1.0312,0.035035,-0.50805,1.1124,0.14331,-0.35703,1.092,0.17045,-0.21655,1.1133,0.14153,-0.070215,1.1279,0.13634,0.070215,1.1279,0.13634,0.21655,1.1133,0.14153,0.35703,1.092,0.17045,0.50805,1.1124,0.1433,-0.50993,1.1826,0.27778,-0.35657,1.1808,0.26224,-0.21229,1.1987,0.26089,-0.070492,1.1625,0.26859,0.070491,1.1625,0.26859,0.21229,1.1987,0.26089,0.35657,1.1808,0.26224,0.50993,1.1826,0.27778,-0.51231,1.2566,0.39097,-0.35,1.2652,0.39566,-0.21751,1.2373,0.39628,-0.065038,1.2104,0.41002,0.065039,1.2104,0.41002,0.21751,1.2373,0.39628,0.35,1.2652,0.39566,0.51231,1.2566,0.39097,-0.5,1.3349,0.51921,-0.35454,1.3146,0.51352,-0.21235,1.2658,0.53961,-0.074571,1.2561,0.53797,0.07457,1.2561,0.53797,0.21235,1.2658,0.53961,0.35454,1.3146,0.51352,0.5,1.3349,0.51921
-0.50217,0.79516,-0.31169,-0.3633,0.82729,-0.31575,-0.20963,0.79029,-0.30599,-0.077409,0.79639,-0.30339,0.077408,0.79639,-0.30339,0.20963,0.79029,-0.30599,0.3633,0.82729,-0.31575,0.50217,0.79516,-0.31169,-0.51962,0.89077,-0.19457,-0.34788,0.88602,-0.20417,-0.22485,0.88452,-0.19321,-0.059078,0.873,-0.19061,0.059077,0.873,-0.19061,0.22485,0.88452,-0.19321,0.34788,0.88602,-0.20417,0.51962,0.89077,-0.19457,-0.50686,0.98172,-0.095015,-0.36055,0.97822,-0.075201,-0.21096,0.95303,-0.071814,-0.074148,0.97672,-0.083824,0.074147,0.97672,-0.083826,0.21096,0.95303,-0.071815,0.36055,0.97822,-0.075201,0.50686,0.98172,-0.095016,-0.51275,1.0686,0.028751,-0.35363,1.0448,0.031582,-0.21697,1.0452,0.042673,-0.066044,1.0637,0.021521,0.066044,1.0637,0.021519,0.21697,1.0452,0.042672,0.35363,1.0448,0.031583,0.51275,1.0686,0.028751,-0.50834,1.1429,0.14155,-0.35896,1.1286,0.1669,-0.21532,1.149,0.13633,-0.071895,1.1618,0.13323,0.071894,1.1618,0.13323,0.21532,1.149,0.13633,0.35896,1.1286,0.1669,0.50834,1.1429,0.14155,-0.50922,1.2166,0.27527,-0.35651,1.2178,0.25618,-0.21195,1.2345,0.25702,-0.070659,1.1984,0.26566,0.070658,1.1984,0.26566,0.21195,1.2345,0.25702,0.35651,1.2178,0.25618,0.50922,1.2166,0.27527,-0.51242,1.2856,0.39102,-0.35217,1.3041,0.38979,-0.21689,1.2828,0.38782,-0.065891,1.2555,0.40293,0.065892,1.2555,0.40294,0.21689,1.2828,0.38782,0.35217,1.3041,0.38979,0.51242,1.2856,0.39102,-0.5,1.3623,0.52069,-0.35341,1.3576,0.50441,-0.21346,1.3044,0.53401,-0.074162,1.3052,0.53046,0.074162,1.3052,0.53046,0.21346,1.3044,0.53401,0.35341,1.3576,0.50441,0.5,1.3623,0.52069
