0.000000000000000000e+00,9.365900000000000614e-02,2.448300000000000129e-02
8.276199999999999611e-13,8.870400000000000507e-02,2.378600000000000159e-02
-1.703699999999999900e-12,8.158899999999999486e-02,2.281299999999999994e-02
1.774399999999999992e-12,7.248799999999999688e-02,2.157500000000000043e-02
-1.604300000000000040e-13,6.162299999999999722e-02,2.008700000000000069e-02
2.438299999999999819e-12,4.925800000000000317e-02,1.836600000000000038e-02
-4.876700000000000011e-12,3.569399999999999656e-02,1.643199999999999869e-02
2.621700000000000027e-12,2.126099999999999865e-02,1.430700000000000027e-02
-6.317399999999999718e-12,6.310500000000000137e-03,1.201600000000000064e-02
9.139099999999999297e-12,-8.793600000000000375e-03,9.585400000000000864e-03
-5.806099999999999665e-12,-2.368400000000000019e-02,7.043899999999999641e-03
2.554400000000000102e-12,-3.799700000000000299e-02,4.420600000000000224e-03
4.565199999999999571e-13,-5.138600000000000112e-02,1.745999999999999939e-03
1.607599999999999885e-13,-6.352399999999999713e-02,-9.487599999999999896e-04
-2.560499999999999843e-12,-7.411500000000000032e-02,-3.632600000000000152e-03
-3.050000000000000131e-12,-8.290300000000000447e-02,-6.274199999999999743e-03
-2.456699999999999821e-12,-8.967300000000000271e-02,-8.843099999999999572e-03
1.037099999999999933e-11,-9.425999999999999657e-02,-1.130899999999999961e-02
-6.045700000000000179e-13,-9.655199999999999894e-02,-1.364399999999999988e-02
-3.856100000000000099e-12,-9.649499999999999744e-02,-1.582100000000000173e-02
1.034899999999999962e-12,-9.408800000000000496e-02,-1.781399999999999997e-02
4.932099999999999957e-12,-8.939199999999999924e-02,-1.960100000000000037e-02
-4.947300000000000134e-12,-8.251899999999999513e-02,-2.116000000000000172e-02
-2.015799999999999953e-12,-7.363799999999999513e-02,-2.247299999999999992e-02
-7.105400000000000198e-13,-6.296499999999999320e-02,-2.352599999999999830e-02
1.905599999999999877e-12,-5.075799999999999756e-02,-2.430600000000000122e-02
-1.858600000000000179e-12,-3.731700000000000295e-02,-2.480399999999999966e-02
-1.794299999999999938e-12,-2.296700000000000130e-02,-2.501400000000000151e-02
6.359599999999999680e-12,-8.057899999999999785e-03,-2.493400000000000130e-02
-2.318299999999999926e-12,7.047199999999999992e-03,-2.456500000000000003e-02
-6.006300000000000115e-14,2.198100000000000054e-02,-2.391000000000000070e-02
2.151599999999999889e-13,3.637900000000000161e-02,-2.297799999999999843e-02
2.536900000000000025e-13,4.989199999999999885e-02,-2.178000000000000075e-02
1.158399999999999992e-12,6.219100000000000322e-02,-2.032899999999999985e-02
-1.091800000000000053e-12,7.297599999999999920e-02,-1.864199999999999885e-02
-4.725699999999999745e-13,8.198400000000000132e-02,-1.673799999999999941e-02
-9.208199999999999073e-13,8.899700000000000666e-02,-1.464099999999999950e-02
7.677199999999999841e-13,9.384399999999999686e-02,-1.237399999999999958e-02
6.455899999999999785e-13,9.640600000000000558e-02,-9.962699999999999681e-03
3.199399999999999878e-12,9.662199999999999955e-02,-7.436199999999999581e-03
-3.296699999999999877e-12,9.448600000000000054e-02,-4.823400000000000257e-03
9.662300000000000137e-13,9.005000000000000504e-02,-2.154600000000000005e-03
-2.355600000000000181e-12,8.342199999999999616e-02,5.391099999999999799e-04
4.030099999999999912e-14,7.476399999999999713e-02,3.226600000000000041e-03
2.210799999999999829e-12,6.428499999999999492e-02,5.876600000000000053e-03
-6.035700000000000222e-13,5.224199999999999677e-02,8.458500000000000740e-03
8.437699999999999983e-14,3.892799999999999733e-02,1.094200000000000034e-02
-1.356099999999999896e-13,2.466499999999999942e-02,1.329900000000000006e-02
-1.769100000000000005e-13,9.802699999999999261e-03,1.550200000000000015e-02
-8.459900000000000384e-14,-5.298500000000000258e-03,1.752400000000000138e-02
3.064200000000000211e-14,-2.027100000000000082e-02,1.934299999999999908e-02
3.553799999999999963e-13,-3.475000000000000311e-02,2.093799999999999828e-02
-1.921900000000000121e-12,-4.838300000000000239e-02,2.229000000000000078e-02
2.375300000000000188e-12,-6.083800000000000319e-02,2.338399999999999854e-02
-3.310700000000000019e-12,-7.181200000000000083e-02,2.420599999999999835e-02
3.570499999999999781e-13,-8.103899999999999992e-02,2.474700000000000163e-02
-5.310199999999999931e-13,-8.829299999999999649e-02,2.500099999999999892e-02
