0.000000000000000000e+00,9.021600000000000452e-02,3.670600000000000251e-02
5.379800000000000159e-12,8.719499999999999473e-02,3.424800000000000066e-02
-4.059499999999999817e-12,8.294100000000000084e-02,3.069699999999999859e-02
-5.438400000000000334e-13,7.751399999999999957e-02,2.616399999999999976e-02
-2.485199999999999851e-13,7.099099999999999855e-02,2.079599999999999851e-02
-1.275200000000000059e-12,6.346400000000000652e-02,1.476399999999999935e-02
-2.277699999999999877e-12,5.503899999999999765e-02,8.260099999999999387e-03
5.839200000000000403e-12,4.583600000000000174e-02,1.492300000000000007e-03
-5.945200000000000153e-12,3.598599999999999716e-02,-5.323099999999999880e-03
5.308800000000000159e-12,2.562599999999999947e-02,-1.196799999999999947e-02
-1.662099999999999956e-12,1.490400000000000058e-02,-1.823200000000000168e-02
-1.204599999999999936e-12,3.970800000000000024e-03,-2.391199999999999923e-02
1.818300000000000037e-12,-7.018199999999999612e-03,-2.882900000000000046e-02
6.657499999999999653e-13,-1.790800000000000031e-02,-3.282500000000000001e-02
-2.521800000000000018e-12,-2.854500000000000093e-02,-3.577299999999999924e-02
1.885000000000000147e-12,-3.877699999999999897e-02,-3.757800000000000029e-02
-7.616099999999999728e-14,-4.846199999999999813e-02,-3.818200000000000066e-02
-1.164499999999999935e-12,-5.746099999999999819e-02,-3.756700000000000317e-02
-6.906700000000000247e-13,-6.564799999999999802e-02,-3.575199999999999906e-02
9.809900000000000437e-13,-7.290599999999999858e-02,-3.279499999999999776e-02
-7.328599999999999691e-13,-7.913399999999999601e-02,-2.879100000000000062e-02
5.752600000000000146e-13,-8.424199999999999744e-02,-2.386599999999999833e-02
8.477100000000000300e-13,-8.816000000000000225e-02,-1.818000000000000171e-02
-4.108199999999999802e-12,-9.082999999999999408e-02,-1.191200000000000071e-02
2.616200000000000101e-12,-9.221600000000000630e-02,-5.264600000000000356e-03
7.923099999999999834e-13,-9.229900000000000604e-02,1.551300000000000031e-03
-2.218800000000000098e-13,-9.107600000000000418e-02,8.317700000000000787e-03
-5.381299999999999496e-13,-8.856500000000000483e-02,1.481799999999999957e-02
-1.327800000000000057e-12,-8.480100000000000138e-02,2.084599999999999995e-02
2.182400000000000071e-12,-7.983899999999999331e-02,2.620700000000000113e-02
1.086700000000000004e-12,-7.374799999999999411e-02,3.073199999999999890e-02
-2.258400000000000151e-12,-6.661300000000000554e-02,3.427399999999999891e-02
8.685300000000000362e-13,-5.853699999999999876e-02,3.672199999999999770e-02
5.945799999999999767e-13,-4.963299999999999657e-02,3.799700000000000299e-02
-2.281499999999999858e-14,-4.002700000000000008e-02,3.805900000000000255e-02
-8.711900000000000471e-13,-2.985600000000000059e-02,3.690399999999999930e-02
1.572500000000000014e-12,-1.926200000000000134e-02,3.457099999999999757e-02
-1.479399999999999987e-13,-8.395299999999999638e-03,3.113300000000000095e-02
-1.852400000000000064e-12,2.589800000000000175e-03,2.670099999999999904e-02
2.278100000000000158e-12,1.353799999999999969e-02,2.141600000000000101e-02
-2.246800000000000079e-12,2.429500000000000062e-02,1.544799999999999993e-02
3.945700000000000040e-13,3.470899999999999680e-02,8.985099999999999337e-03
-2.300400000000000174e-12,4.463099999999999706e-02,2.235700000000000187e-03
3.711899999999999966e-12,5.392299999999999871e-02,-4.585200000000000213e-03
-4.279399999999999719e-12,6.245200000000000057e-02,-1.125999999999999918e-02
3.448899999999999976e-12,7.009799999999999365e-02,-1.757399999999999934e-02
3.321899999999999810e-12,7.675300000000000178e-02,-2.332800000000000151e-02
-3.223700000000000087e-12,8.232200000000000628e-02,-2.833600000000000008e-02
1.705200000000000045e-12,8.672699999999999854e-02,-3.243900000000000255e-02
-2.322900000000000129e-12,8.990599999999999981e-02,-3.550600000000000284e-02
-6.085799999999999776e-12,9.181400000000000672e-02,-3.743900000000000006e-02
6.742299999999999655e-12,9.242300000000000515e-02,-3.817600000000000160e-02
6.888900000000000060e-14,9.172500000000000098e-02,-3.769299999999999734e-02
1.734399999999999961e-12,8.973000000000000420e-02,-3.600699999999999734e-02
-2.406599999999999863e-12,8.646700000000000219e-02,-3.316999999999999810e-02
-2.311400000000000026e-12,8.197999999999999732e-02,-2.927400000000000141e-02
2.506199999999999964e-12,7.633500000000000008e-02,-2.444299999999999945e-02
3.830299999999999940e-15,6.961000000000000520e-02,-1.883100000000000052e-02
-6.256099999999999717e-14,6.189999999999999669e-02,-1.261699999999999974e-02
3.079999999999999801e-12,5.331600000000000228e-02,-6.000700000000000305e-03
-4.456600000000000216e-12,4.397700000000000220e-02,8.074900000000000090e-04
1.722099999999999902e-12,3.401699999999999863e-02,7.589900000000000119e-03
-6.261699999999999966e-14,2.357499999999999873e-02,1.413000000000000020e-02
-1.323800000000000074e-12,1.280000000000000061e-02,2.021799999999999986e-02
1.990600000000000121e-13,1.844500000000000002e-03,2.566099999999999978e-02
1.960799999999999884e-12,-9.137400000000000383e-03,3.028399999999999842e-02
